rank,finalWorth,personName,age,industries,countryOfCitizenship,selfMade,gender,birthYear,gdp_country,life_expectancy_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2020,1400,Michael Lee-Chin,72.0,Finance & Investments,Canada,True,M,1951.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
2020,1400,Bernard Lewis & family,97.0,Fashion & Retail,United Kingdom,True,M,1926.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
2020,1400,Li Jinyang,65.0,Metals & Mining,China,False,F,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,William Li,48.0,Automotive,China,True,M,1975.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Jenny Lindén Urnes,52.0,Manufacturing,Sweden,False,F,1971.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
2020,1400,Liu Fangyi,53.0,Healthcare,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Anatoly Lomakin,70.0,Metals & Mining,Russia,True,M,1952.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2020,1400,Brandt Louie,79.0,Food & Beverage,Canada,False,M,1943.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
2020,1400,Lucia Maggi & family,90.0,Diversified,Brazil,True,F,1932.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Gary Magness,69.0,Media & Entertainment,United States,False,M,1954.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2020,1400,Mao Lixiang & family,82.0,Technology,China,True,M,1941.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,David McMurtry,82.0,Manufacturing,United Kingdom,True,M,1940.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
2020,1400,Deepak Mehta,66.0,Manufacturing,India,False,M,1956.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2020,1400,Miao Shouliang,68.0,Real Estate,China,True,M,1955.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Miao Yongjun,55.0,Healthcare,China,True,M,1967.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Yoshiko Mori,82.0,Real Estate,Japan,False,F,1940.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2020,1400,Marius Nacht,57.0,Technology,Israel,True,M,1966.0,"$395,098,666,122 ",82.8,25.3,9053300.0,31.046051,34.851612
2020,1400,Tadako Nakatani,65.0,Healthcare,Japan,False,F,1958.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2020,1400,Vadim Novinsky,59.0,Metals & Mining,Ukraine,True,M,1963.0,"$153,781,069,118 ",71.6,45.2,44385155.0,48.379433,31.16558
2020,1400,Niti Osathanugrah,49.0,Finance & Investments,Thailand,False,M,1973.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
2020,1400,Gretel Packer,57.0,Finance & Investments,Australia,False,F,1966.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
2020,1400,Pan Longquan,58.0,Manufacturing,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Pan Shiyi,60.0,Real Estate,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,David Paul,56.0,Healthcare,United States,True,M,1966.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2020,1400,Tom Persson,38.0,Fashion & Retail,Sweden,False,M,1985.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
2020,1400,Qian Jinghong,50.0,Automotive,China,True,F,1973.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Qin Long,57.0,Manufacturing,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,M.Satyanarayana Reddy,65.0,Healthcare,India,True,M,1957.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2020,1400,Mochtar Riady & family,93.0,Diversified,Indonesia,True,M,1929.0,"$1,119,190,780,753 ",71.5,30.1,270203917.0,-0.789275,113.921327
2020,1400,Rihanna,35.0,Fashion & Retail,Barbados,True,F,1988.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2020,1400,Boris Rotenberg,66.0,Construction & Engineering,Russia,True,M,1957.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2020,1400,Subhash Runwal,79.0,Real Estate,India,True,M,1943.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2020,1400,Igor Rybakov,50.0,Manufacturing,Russia,True,M,1972.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2020,1400,Carlos Sanchez,61.0,Healthcare,Brazil,False,M,1962.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Martin Selig,85.0,Real Estate,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2020,1400,Airat Shaimiev,61.0,Energy,Russia,True,M,1962.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2020,1400,Radik Shaimiev,58.0,Energy,Russia,True,M,1964.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2020,1400,Nobutoshi Shimamura,97.0,Fashion & Retail,Japan,True,M,1926.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2020,1400,Jared Smith,48.0,Technology,United States,True,M,1974.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2020,1400,Charlotte Soderstrom,46.0,Fashion & Retail,Sweden,False,F,1977.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
2020,1400,Anand Surana,52.0,Healthcare,India,False,M,1971.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2020,1400,Dilip Surana,57.0,Healthcare,India,False,M,1966.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2020,1400,Wilma Tisch,95.0,Finance & Investments,United States,False,F,1927.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2020,1400,Jianyi Wang,60.0,Technology,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Wang Jilei,58.0,Logistics,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Shuifu Wang,68.0,Manufacturing,China,True,M,1955.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Wang Yanqing & family,76.0,Manufacturing,China,False,F,1946.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Wang Zelong,26.0,Metals & Mining,China,False,M,1996.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Werner O. Weber,84.0,Manufacturing,Switzerland,True,M,1939.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
2020,1400,Anne Werninghaus,37.0,Manufacturing,Brazil,False,F,1986.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
2020,1400,"Alfred West, Jr.",80.0,Finance & Investments,United States,True,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2020,1400,Bo Wu,68.0,Manufacturing,China,True,M,1954.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Wu Chaoqun,53.0,Manufacturing,China,True,M,1969.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Swift Xie,43.0,Technology,China,True,M,1980.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Xu Guozhong & family,59.0,Manufacturing,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Yao Kuizhang,58.0,Food & Beverage,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Yu Peidi,63.0,Real Estate,Hong Kong,True,M,1960.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Yuan Liping,52.0,Healthcare,Canada,False,F,1971.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Zhang Chuanwei & family,60.0,Manufacturing,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Zhang Keqiang,62.0,Real Estate,China,True,M,1960.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Zhang Xin,57.0,Real Estate,China,True,F,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Xinghai Zhang & family,60.0,Manufacturing,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Zheng Jianjiang & family,62.0,Manufacturing,China,True,M,1961.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Zhong Sheng Jian,65.0,Real Estate,Singapore,True,M,1958.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Zhou Chengjian,57.0,Fashion & Retail,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2020,1400,Boris Zingarevich,63.0,Diversified,Russia,True,M,1959.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2133,1300,A. Jayson Adair,53.0,Automotive,United States,True,M,1969.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Soegiarto Adikoesoemo,85.0,Logistics,Indonesia,True,M,1938.0,"$1,119,190,780,753 ",71.5,30.1,270203917.0,-0.789275,113.921327
2133,1300,Rajendra Agarwal,64.0,Healthcare,India,True,M,1959.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Chirayu Amin,76.0,Healthcare,India,False,M,1946.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Anant Asavabhokhin,72.0,Real Estate,Thailand,True,M,1950.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
2133,1300,Roman Avdeev,55.0,Finance & Investments,Russia,True,M,1967.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2133,1300,Ziv Aviram,64.0,Automotive,Israel,True,M,1959.0,"$395,098,666,122 ",82.8,25.3,9053300.0,31.046051,34.851612
2133,1300,Sachin Bansal,41.0,Fashion & Retail,India,True,M,1981.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Kiki Barki,83.0,Energy,Indonesia,True,M,1939.0,"$1,119,190,780,753 ",71.5,30.1,270203917.0,-0.789275,113.921327
2133,1300,Elena Baturina,60.0,Construction & Engineering,Russia,True,F,1963.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
2133,1300,Banwari Lal Bawri,70.0,Healthcare,India,True,M,1953.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Othman Benjelloun & family,90.0,Finance & Investments,Morocco,False,M,1932.0,"$118,725,279,596 ",76.5,45.8,36910560.0,31.791702,-7.09262
2133,1300,Hari Bhartia,66.0,Diversified,India,False,M,1956.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Shyam Bhartia,70.0,Healthcare,India,False,M,1952.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Stewart Butterfield,50.0,Technology,Canada,True,M,1973.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Cai Mingtong,71.0,Technology,China,True,M,1952.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Anthony Casalena,40.0,Technology,United States,True,M,1982.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Chang Jianming & family,58.0,Manufacturing,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Chen Xuehua,62.0,Metals & Mining,China,True,M,1961.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Chen Yin,50.0,Manufacturing,China,True,M,1973.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,R. Marcelo Claure,52.0,Telecom,United States,True,M,1970.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Alberto Cortina,77.0,Finance & Investments,Spain,True,M,1946.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
2133,1300,Eduardo Costantini,76.0,Real Estate,Argentina,True,M,1946.0,"$449,663,446,954 ",76.5,106.3,44938712.0,-38.416097,-63.616672
2133,1300,Wenjun Dai,54.0,Food & Beverage,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Anand Deshpande,60.0,Technology,India,True,M,1962.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Aydin Dogan,86.0,Media & Entertainment,Turkey,True,M,1936.0,"$754,411,708,203 ",77.4,42.3,83429615.0,38.963745,35.243322
2133,1300,Annalisa Doris,52.0,Finance & Investments,Italy,False,F,1970.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
2133,1300,Massimo Doris,55.0,Finance & Investments,Italy,False,M,1967.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
2133,1300,Weimin Du,59.0,Healthcare,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Timothy Dunn & family,67.0,Energy,United States,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Keiko Erikawa,74.0,Media & Entertainment,Japan,True,F,1949.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2133,1300,Yoichi Erikawa,72.0,Media & Entertainment,Japan,True,M,1950.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2133,1300,Philip Fayer,45.0,Finance & Investments,Canada,True,M,1978.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
2133,1300,Marvy Finger,87.0,Real Estate,United States,True,M,1935.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Simona Giorgetta,45.0,Construction & Engineering,Italy,False,F,1977.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
2133,1300,Joel Greenberg,65.0,Finance & Investments,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,He Zhiping,59.0,Finance & Investments,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Heikki Herlin,36.0,Manufacturing,Finland,False,M,1987.0,"$268,761,201,365 ",81.7,36.6,5520314.0,61.92411,25.748151
2133,1300,Hoi Kin Hong,70.0,Real Estate,Macau,True,M,1952.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Gregg Hymowitz,57.0,Finance & Investments,United States,True,M,1965.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Mitchell Jacobson,72.0,Service,United States,False,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Anurang Jain,61.0,Manufacturing,India,True,M,1962.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Jiang Guiting & family,64.0,Manufacturing,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Jin Xin,56.0,Manufacturing,China,True,M,1967.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Conni Jonsson,62.0,Finance & Investments,Sweden,True,M,1960.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
2133,1300,George Joseph,101.0,Finance & Investments,United States,True,M,1921.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Laurent Junique,57.0,Technology,France,True,M,1965.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
2133,1300,Zbigniew Juroszek & family,60.0,Diversified,Poland,True,M,1962.0,"$592,164,400,688 ",77.6,40.8,37970874.0,51.919438,19.145136
2133,1300,Alexander Karp,55.0,Technology,United States,True,M,1967.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Joe Kiani,58.0,Healthcare,United States,True,M,1964.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Seth Klarman,65.0,Finance & Investments,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Kagemasa Kozuki,82.0,Technology,Japan,True,M,1940.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2133,1300,Michael Krasny,69.0,Technology,United States,True,M,1953.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Eduard Kucera,70.0,Technology,Czech Republic,True,M,1953.0,"$246,489,245,495 ",79.0,46.1,10669709.0,49.817492,15.472962
2133,1300,Kristo Käärmann,42.0,Finance & Investments,Estonia,True,M,1980.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
2133,1300,Gary Lauder,60.0,Fashion & Retail,United States,False,M,1962.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Lee Hae-jin,55.0,Technology,South Korea,True,M,1967.0,"$2,029,000,000,000 ",82.6,33.2,51709098.0,35.907757,127.766922
2133,1300,Art Levinson,73.0,Diversified,United States,True,M,1950.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Li Denghai,73.0,Food & Beverage,China,True,M,1949.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Fengluan Li,61.0,Diversified,China,True,F,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Li Yongqing,58.0,Manufacturing,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Li Zhigang,46.0,Manufacturing,China,True,M,1976.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Liu Gexin & family,71.0,Healthcare,China,True,M,1951.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Itamar Locks & family,68.0,Food & Beverage,Brazil,False,M,1955.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
2133,1300,Lu Hongyan,45.0,Media & Entertainment,China,True,M,1977.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Lv Jianming,58.0,Healthcare,Hong Kong,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Blairo Maggi,66.0,Food & Beverage,Brazil,False,M,1956.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
2133,1300,Yasseen Mansour,61.0,Diversified,Egypt,True,M,1961.0,"$303,175,127,598 ",71.8,44.4,100388073.0,26.820553,30.802498
2133,1300,Charlwin Mao,65.0,Fashion & Retail,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,George Marcus,81.0,Real Estate,United States,True,M,1941.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Yves-Loic Martin,57.0,Healthcare,France,True,M,1966.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
2133,1300,Carsten Maschmeyer,63.0,Finance & Investments,Germany,True,M,1959.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
2133,1300,Martin Moller Nielsen,58.0,Logistics,Denmark,True,M,1964.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
2133,1300,Jahm Najafi,60.0,Finance & Investments,United States,True,M,1963.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Randal Nardone,67.0,Finance & Investments,United States,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Nguyen Dang Quang,59.0,Food & Beverage,Vietnam,True,M,1963.0,"$261,921,244,843 ",75.3,37.6,96462106.0,14.058324,108.277199
2133,1300,Kazuo Okada,80.0,Gambling & Casinos,Japan,True,M,1942.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2133,1300,John Oyler,55.0,Healthcare,United States,True,M,1968.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,George Pedersen & family,87.0,Manufacturing,United States,True,M,1935.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Qu Miranda,38.0,Fashion & Retail,China,True,F,1985.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Jupally Rameshwar Rao,67.0,Real Estate,India,True,M,1955.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,G. M. Rao,72.0,Logistics,India,True,M,1950.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,P.V. Ramprasad Reddy,65.0,Healthcare,India,True,M,1958.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Satish Reddy,55.0,Healthcare,India,False,M,1967.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Fernando Roig,75.0,Fashion & Retail,Spain,False,M,1947.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
2133,1300,Igor Rotenberg,49.0,Diversified,Russia,True,M,1973.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2133,1300,Seifeddin Rustamov,60.0,Manufacturing,Russia,True,M,1962.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Deniz Sahenk,77.0,Diversified,Turkey,False,F,1945.0,"$754,411,708,203 ",77.4,42.3,83429615.0,38.963745,35.243322
2133,1300,Nobutada Saji,77.0,Food & Beverage,Japan,False,M,1945.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2133,1300,Hajime Satomi,81.0,Gambling & Casinos,Japan,True,M,1942.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
2133,1300,James Scapa,66.0,Technology,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Devi Shetty,70.0,Healthcare,India,True,M,1953.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
2133,1300,Albert Shigaboutdinov,70.0,Diversified,Russia,True,M,1952.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2133,1300,Denis Shtengelov,50.0,Food & Beverage,Russia,True,M,1972.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
2133,1300,Fei Song,56.0,Manufacturing,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Hal Steinbrenner,54.0,Sports,United States,False,M,1968.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Jessica Steinbrenner,59.0,Sports,United States,False,F,1964.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Jennifer Steinbrenner Swindal,63.0,Sports,United States,False,F,1959.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
2133,1300,Konstantin Strukov & family,64.0,Metals & Mining,Russia,True,M,1958.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2133,1300,Rustem Sulteev,69.0,Energy,Russia,True,M,1954.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
2133,1300,Clemens Toennies,66.0,Food & Beverage,Germany,True,M,1956.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
2133,1300,Robert Toennies,44.0,Food & Beverage,Germany,False,M,1978.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
2133,1300,John Van Lieshout,77.0,Real Estate,Australia,True,M,1946.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
2133,1300,Pongsak Viddayakorn,89.0,Healthcare,Thailand,True,M,1934.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
2133,1300,Wang Jianguo,63.0,Fashion & Retail,China,True,M,1960.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Junjin Wang,54.0,Service,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Wang Mingwang,55.0,Manufacturing,China,True,M,1967.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Wei Lidong & family,47.0,Technology,China,True,M,1976.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Wu Xiaoge,50.0,Manufacturing,China,True,F,1972.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Wu Xushun & family,74.0,Diversified,China,True,M,1948.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Xiong Xiaochuan,57.0,Healthcare,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Xu Shaochun,60.0,Technology,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Yan Jane & family,53.0,Technology,China,True,F,1969.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Zeng Chaoyi,54.0,Manufacturing,China,True,M,1969.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
2133,1300,Peng Zhao,52.0,Service,China,True,M,1971.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
